"x" "y" "altitude"
"126262" -48.1716443017373 -1.2038777552553 17
"247156" -48.4608112549625 -1.30185553459235 23
"389082" -48.251872474977 -1.41564668465522 34
"286248" -48.4728530103023 -1.33168506497528 22
"198529" -48.3674696208533 -1.26510151230778 20
"50237" -48.2860600076905 -1.14106429575247 14
"445290" -48.3873032916229 -1.48400018007634 16
"349059" -48.4392181728771 -1.38452387391865 15
"81939" -48.3203943625829 -1.16716337908395 26
"418477" -48.4183425779808 -1.44069770831531 13
"327741" -48.3479390151584 -1.36604543953759 16
"411683" -48.285471867131 -1.43453775086933 21
"282643" -48.3180110250861 -1.32858782182084 13
"34178" -48.3426306750631 -1.12510481537275 31
"349521" -48.2854837089778 -1.38440750737433 25
"316424" -48.531385356024 -1.35674499782341 14
"217555" -48.2258065048083 -1.27835751798609 40
"49043" -48.4533319367994 -1.14019418430444 8
"148413" -48.5310968072788 -1.22434137022093 11
"209305" -48.3452633210561 -1.27247994364174 14
"215722" -48.4659694812001 -1.27735060800151 22
"429074" -48.3363825727645 -1.45054539482185 22
"67102" -48.4013882173069 -1.15554905943121 20
"416869" -48.3109496656723 -1.43889693218421 17
"401814" -48.3253946589385 -1.42578757335935 20
"172954" -48.3043169110905 -1.24534684189488 21
"7872" -48.411756860006 -1.08485418214719 15
"423154" -48.4444245593726 -1.44519632447929 24
"144282" -48.189660573916 -1.22051218388182 33
"225862" -48.4787273468295 -1.28518422572467 16
"220257" -48.3847970454062 -1.28062031467396 24
"304419" -48.2972732414791 -1.34615970801809 16
"394236" -48.4394570565786 -1.42005261796017 24
"34349" -48.3810603197891 -1.12532601368213 39
"222743" -48.4309984333246 -1.28262253889401 8
"437350" -48.4749374072292 -1.45891734836574 16
"90223" -48.2349317812453 -1.17322390917089 13
"291274" -48.4550881512646 -1.33543741984567 8
"66014" -48.2393890138155 -1.15465709909644 19
"70695" -48.2962632845687 -1.15848243493498 9
"4046" -48.391647899911 -1.07534052469511 26
"306371" -48.5291737187159 -1.34822311676959 16
"40253" -48.4281803793544 -1.13160616140067 3
"329321" -48.4456191341218 -1.36754857345946 30
"128700" -48.2698021552241 -1.20677127101631 45
"323267" -48.3645926990638 -1.36243305067957 16
"233258" -48.4604983751691 -1.29093858670717 20
"36432" -48.4070024846213 -1.12772345057891 17
"191677" -48.3175589054166 -1.2601004834258 18
"337452" -48.3673545688225 -1.37444582012221 14
"390403" -48.4022733160584 -1.41693850057911 25
"153768" -48.3983068537349 -1.2286837727246 13
"11183" -48.3326702569219 -1.09344295537534 24
"376409" -48.3399395243538 -1.40606806945217 25
"363690" -48.2457221153977 -1.39560186385632 9
"160705" -48.3261554411385 -1.23475634270636 9
"223013" -48.2248310526628 -1.28240577246341 33
"21449" -48.325163598373 -1.1104727275508 22
"454463" -48.4741924578463 -1.50402658763459 17
"406237" -48.4075316922294 -1.42979245750301 33
"238506" -48.4869040082097 -1.29538761170605 5
"184985" -48.2571843875791 -1.25465344603568 20
"358733" -48.4583591032755 -1.39186269726796 5
"298183" -48.293103419399 -1.34108812934325 29
"414322" -48.3386092361255 -1.43688147353734 24
"25685" -48.3243269317422 -1.11521983821952 31
"373130" -48.2696453872639 -1.40345958681108 15
"127846" -48.3873678393338 -1.2060496589928 13
"82027" -48.2185685775744 -1.16706381225765 10
"426060" -48.3836451419213 -1.44777999214671 19
"290042" -48.3329891707816 -1.33418991595016 16
"152292" -48.1872954862721 -1.22707216946279 35
"227294" -48.4559703391006 -1.2862787653132 17
"297943" -48.5328812946461 -1.34110393151892 14
"140255" -48.3847209224742 -1.21731220666542 15
"308560" -48.3048350046589 -1.34999429742036 28
"218586" -48.4815079478379 -1.27960056128825 13
"272966" -48.3717956995538 -1.32166360244003 5
"92934" -48.4041843050419 -1.17562166545097 32
"337362" -48.4429753265725 -1.37452855917753 22
"190163" -48.2806258996584 -1.25867174280989 20
"240052" -48.2353599546377 -1.29582199926736 19
"354058" -48.4615543302634 -1.38837470220396 19
"246707" -48.2661529915263 -1.30088256959009 36
"123615" -48.2256090636111 -1.20155986032893 25
"306235" -48.3335845177601 -1.34815498613876 14
"253340" -48.300276185762 -1.30636554673961 17
"40638" -48.289814349907 -1.131758571627 13
"311889" -48.5403809375893 -1.35329048453229 19
"378206" -48.2753291376106 -1.40743595417227 37
"300842" -48.3360321779388 -1.34285119406834 13
"335691" -48.5022277448267 -1.37319507719926 20
"23939" -48.340144131163 -1.11327924517977 33
"86797" -48.2476968679838 -1.17072316721019 29
"216457" -48.5472062890731 -1.27788707821583 21
"252824" -48.2210600074825 -1.30572005037946 31
"345362" -48.2571847823657 -1.38102346316938 39
"348615" -48.2458054839789 -1.38352362333007 27
"181155" -48.5546603827909 -1.25236664870436 16
"251694" -48.3123017422931 -1.3049355647217 17
"261153" -48.431246055306 -1.31222968885443 17
"196033" -48.2384274165016 -1.26291182885249 28
"7258" -48.3949709296975 -1.08316385802838 15
"11845" -48.2405889844314 -1.09562817724322 18
"318799" -48.3741706118035 -1.35853341589659 23
"450098" -48.4474206712778 -1.49505719308866 22
"68421" -48.2413291167609 -1.15675350061676 17
"45800" -48.3789687202466 -1.13705468096704 30
"405836" -48.3015260427902 -1.42939017703637 14
"417166" -48.3328715490402 -1.43920213572058 16
"22009" -48.2247260665627 -1.11093799988923 8
"12087" -48.4061977247863 -1.09602159477957 18
"243905" -48.4488809166508 -1.29925975095226 11
"146371" -48.2020202030329 -1.22243342522803 26
"132011" -48.2668025344576 -1.20984024216354 27
"350211" -48.3788590516393 -1.38521155843348 24
"395314" -48.4386235727942 -1.42088962342451 21
"190699" -48.4346291396133 -1.25916406867653 34
"116163" -48.4127681078686 -1.19532079620491 17
"303644" -48.4561878239407 -1.34549393330516 19
"446816" -48.3899810881149 -1.48814632621728 12
"368717" -48.4577953563875 -1.39996224944872 19
"50071" -48.3947812178213 -1.14125863456736 29
"361608" -48.4786157736323 -1.39425881684243 6
"19518" -48.3820464475838 -1.1084292706716 28
"63664" -48.3604427865688 -1.15279788988098 10
"314590" -48.3530846898729 -1.35501908718017 7
"61134" -48.3326183638028 -1.15069706140886 29
"167262" -48.4485776821659 -1.24063138741258 21
"314241" -48.3809735550461 -1.35463066382291 12
"216332" -48.4551463465055 -1.27764063913691 2
"306573" -48.2953470406947 -1.34828008217511 14
"369094" -48.3828663547195 -1.40015853961042 18
"27528" -48.4040978636621 -1.11759604925584 20
"199572" -48.3845342011207 -1.266096442095 30
"18538" -48.4190630638956 -1.10734476300198 16
"157011" -48.2781565939428 -1.23149561445989 29
"197769" -48.3734361649997 -1.26454900668516 7
"299567" -48.250292581799 -1.34163850631864 26
"450663" -48.4296020911191 -1.49606970721325 11
"386280" -48.2573691640535 -1.41341907362668 20
"158555" -48.2088260280783 -1.23288951683754 30
"10408" -48.332671982102 -1.09148793668332 7
"434354" -48.2659776627721 -1.45457545940379 18
"49872" -48.4092105345101 -1.14099245515787 20
"374559" -48.4146362235398 -1.40466294106205 9
"102669" -48.2510139553398 -1.18329357392998 17
"303167" -48.2802561475073 -1.34474427290499 42
"221833" -48.4765102551082 -1.28210949791348 21
"343913" -48.3831657084735 -1.38032860946673 31
"445923" -48.4008074302337 -1.48550581757683 15
"222725" -48.4479262180359 -1.28263959444895 14
"200524" -48.283114917995 -1.2665499644017 12
"374918" -48.2735285876041 -1.40478072813889 30
"356983" -48.3410855999332 -1.39044776288282 14
"110271" -48.161255189995 -1.1896252312656 28
"385627" -48.3201367347553 -1.41321358291496 13
"149697" -48.4193994797324 -1.22535268054625 13
"202134" -48.2580033162313 -1.26750077864556 14
"241946" -48.4039269005321 -1.29767746351341 21
"272601" -48.378789153654 -1.32111244784096 12
"235031" -48.3971336228577 -1.29236367962661 28
"135671" -48.2934353449345 -1.21335812430755 29
"381681" -48.3225265643735 -1.41025592938415 12
"24762" -48.390087959795 -1.11444140271067 27
"4503" -48.3781895475644 -1.07644610838024 18
"14768" -48.2399944551867 -1.10103842485168 18
"221146" -48.2416183000662 -1.28144661272364 54
"361600" -48.4849990285423 -1.39412603088587 16
"205008" -48.2470416950974 -1.26930431146038 26
"88788" -48.2875099625267 -1.17243791342904 19
"34703" -48.2769415216069 -1.12564890860694 20
"363208" -48.3290369995669 -1.39520987879985 25
"167544" -48.5607764504411 -1.24098935418523 13
"209986" -48.2783912518405 -1.27296831638186 24
"161983" -48.5473209999065 -1.23608845474535 17
"400281" -48.4241882653668 -1.42478378216491 35
"195352" -48.539109135383 -1.26289683845701 14
"120149" -48.182470041617 -1.19830398108153 31
"249790" -48.4451301979366 -1.3035852921594 29
"27471" -48.2505224425255 -1.11710622072869 27
"311541" -48.243483007579 -1.35196368614814 36
"337795" -48.3248976483994 -1.37467759682424 33
"15979" -48.3442356654597 -1.103388070877 26
"431374" -48.3922430645224 -1.45211913889645 20
"439912" -48.481848334129 -1.46436116511244 7
"96560" -48.1626073787747 -1.17854977975569 45
"407534" -48.4119706783705 -1.43091472415154 11
"440629" -48.4656299009486 -1.46798463240568 9
"20173" -48.410995936718 -1.10924627058967 8
"137224" -48.349483277615 -1.21467082925737 20
"23612" -48.3925863594698 -1.11318677175064 17
"112169" -48.1698535900541 -1.19158887862023 38
"126713" -48.2752318568796 -1.20517726940778 47
"317912" -48.4089977766964 -1.35801266666376 20
"456715" -48.4776550976852 -1.50975668149379 15
"217553" -48.2270552059158 -1.27821924455468 47
"281346" -48.2253366622762 -1.3273677086335 45
"368562" -48.3345819836417 -1.39954518373272 27
"46421" -48.376609667257 -1.13761111988627 17
"376085" -48.3453973881902 -1.40570193755327 24
"263871" -48.3130319639121 -1.31405961961883 4
"207228" -48.463588694895 -1.27142671209856 17
"244541" -48.5467059658326 -1.29977632037461 16
"389908" -48.2666331822811 -1.41666963694516 23
"207054" -48.4054803110126 -1.27075409529448 25
"292018" -48.4578627185516 -1.33599894326138 12
"339881" -48.3910785289102 -1.37670644727528 22
"356804" -48.4689988439097 -1.39057073337995 8
"268982" -48.4331571151129 -1.31835110922091 16
"379294" -48.4600061802396 -1.40862347253244 24
"301507" -48.3163300582082 -1.34338806022226 26
"260669" -48.5416984974772 -1.31206211892885 6
"318630" -48.2608179758653 -1.35812741820734 34
"51755" -48.3359553410086 -1.14274045773799 23
"46143" -48.3622126440194 -1.1366979495625 30
"3648" -48.4077696454959 -1.07485160618492 11
"156290" -48.3849852318736 -1.23090507613408 12
"84509" -48.2399299387619 -1.16903987581237 21
"438259" -48.4402440825205 -1.460833059513 8
"150882" -48.3702828695704 -1.22642176536623 11
"165505" -48.307699594125 -1.23864754047835 12
"152782" -48.3183931655298 -1.22776634055599 12
"128607" -48.3600351752842 -1.20672133417226 16
"408949" -48.360630079911 -1.43197299957434 22
"289470" -48.2439198681797 -1.33353252469063 40
"170541" -48.4203533384641 -1.24336897705576 7
"110197" -48.2526721879236 -1.18985807142173 25
"273044" -48.3052547445625 -1.32131251328928 17
"353988" -48.254124850205 -1.38772238322054 26
"41841" -48.2310864155125 -1.13300593828244 21
"141164" -48.3497574833943 -1.21802260773567 18
"436224" -48.4881219792207 -1.45739593484947 13
"437696" -48.4333075522692 -1.45942853948589 7
"165217" -48.287999488545 -1.23848767131131 31
"106277" -48.3944621861527 -1.18650534022722 4
"217825" -48.2892066793502 -1.27856535601517 12
"23763" -48.2596820482116 -1.11292576379552 15
"244264" -48.4479094969558 -1.29939841999597 19
"372780" -48.2686745433005 -1.4031691979335 13
"264828" -48.4237505503142 -1.31501501343414 5
"279458" -48.4501020974251 -1.32649415408222 13
"117349" -48.1834436380098 -1.19579170890072 31
"252351" -48.3344067830452 -1.30587159577415 12
"216482" -48.4828971493049 -1.27792600440505 10
"163491" -48.2115616689777 -1.23687186020447 26
"432788" -48.3589405635814 -1.45319738233527 26
"455016" -48.4851538189201 -1.50529628052813 17
"123595" -48.2552269011487 -1.20165981120024 32
"453757" -48.4482450164761 -1.50218065763667 23
"318728" -48.430365208221 -1.35873391140279 23
"230601" -48.2567323492454 -1.2885843622648 18
"443745" -48.4233871540836 -1.47868939214841 15
"176410" -48.2748102315157 -1.24792285084261 26
"381529" -48.4359704977061 -1.41077559475392 19
"434066" -48.3045490200576 -1.45438945130833 14
"415764" -48.3754000204606 -1.43834409934316 18
"327621" -48.4486732826965 -1.36615527404639 31
"299600" -48.5406973276525 -1.34222918736845 21
"311782" -48.3057758881788 -1.35231338816869 27
"64850" -48.2138649164826 -1.15393386768721 24
"139535" -48.3056406676981 -1.21658214014824 8
"363687" -48.2477342062358 -1.39525515034136 22
"227656" -48.4124019450883 -1.28651395946429 11
"427182" -48.4985389723398 -1.44888820534152 29
"114164" -48.4020865044676 -1.19349516387051 16
"306031" -48.2473727502526 -1.34736020199027 35
"10921" -48.3590296768531 -1.09318713315012 11
"456180" -48.4530951931323 -1.50791230767477 13
"21324" -48.4156194966064 -1.11055377464735 23
"36166" -48.424761817803 -1.12732036548171 19
"6100" -48.3476648786091 -1.0801899648754 17
"381790" -48.2431385601648 -1.41005089825629 18
"97859" -48.2404746946386 -1.1793732961474 21
"408699" -48.3127616960506 -1.43177735413722 9
"330002" -48.4162022382121 -1.36807548225914 15
"56826" -48.3711902601842 -1.14710225946509 16
"99730" -48.3030394564253 -1.18111075518534 27
"387609" -48.2632504105024 -1.41454314858711 32
"153650" -48.2104604577274 -1.2286325295976 40
"388326" -48.3012651099509 -1.4151465457187 19
"437464" -48.5076863658888 -1.45923344199713 2
"82026" -48.2198169324462 -1.1672046864657 11
"82121" -48.4261132769663 -1.16754213620229 13
"372538" -48.4328152848757 -1.4030072590838 19
"102289" -48.3053958789086 -1.18320767378314 29
"23182" -48.3347341919801 -1.11257610230566 35
"369767" -48.4600144801682 -1.40094227880657 15
"37215" -48.2492636231647 -1.12813616778057 16
"39230" -48.3764774714581 -1.13034923866033 25
"266573" -48.5317030747216 -1.31652152102694 16
"176995" -48.2621576932396 -1.24815165391891 22
"159513" -48.2927213726693 -1.23360514734658 19
"134322" -48.3675217038432 -1.21236111719675 25
"305285" -48.3968689181473 -1.34675761162847 21
"202417" -48.3393021747925 -1.26786547625982 18
"96715" -48.328429910561 -1.17876151019421 12
"184188" -48.3789962010154 -1.2542904343763 17
"170509" -48.4487970306433 -1.24339681216437 16
"192736" -48.2686929543044 -1.26053031657842 28
"405254" -48.4051737630214 -1.4289518620351 28
"357939" -48.4419858681505 -1.39147245496276 15
"111393" -48.312047485521 -1.19103411703665 11
"408826" -48.4322282316154 -1.4320548885034 33
"134320" -48.3680768466739 -1.21217546308808 22
"172697" -48.2379113048604 -1.24481215916787 34
"448542" -48.4482568111972 -1.49198572073052 16
"249788" -48.4465175988005 -1.30372636617584 31
"382240" -48.428158087216 -1.41103225656833 15
"44989" -48.2929547855714 -1.13613690280145 11
"275344" -48.4551004567088 -1.3234268645001 21
"330728" -48.3548736223048 -1.36856677561898 22
"170502" -48.5098491682202 -1.24331585280974 13
"113359" -48.4077756587905 -1.19280230649109 13
"1743" -48.3626579829278 -1.06861234678147 13
"94477" -48.4345680988315 -1.17704650336722 19
"437792" -48.4679055574536 -1.45984045144893 17
"82328" -48.2225910899997 -1.16748671016081 26
"233252" -48.2739023993101 -1.29049578807422 38
"447898" -48.3790163811862 -1.49050727113627 16
"374393" -48.3223668892485 -1.40427903003258 15
"56652" -48.2400067831613 -1.14697786127468 9
"422903" -48.4755079751005 -1.4449520064148 10
"252410" -48.2750271816104 -1.30536063624076 29
"13842" -48.2368054271458 -1.09935985169272 15
"306972" -48.2306310150832 -1.34845815184154 30
"97426" -48.4448103570874 -1.17912754865968 19
"379289" -48.4641690375313 -1.40862803774671 17
"373600" -48.4303167210643 -1.40384242700138 25
"13948" -48.337464110177 -1.09966709845163 17
"222717" -48.452421389145 -1.28309100867683 16
"122625" -48.2228949099808 -1.2006993468957 24
"146914" -48.2942583313013 -1.22278463899639 12
"215480" -48.3988140077068 -1.27714338785046 25
"92612" -48.3719966190924 -1.17531204464178 20
"272845" -48.4760548002729 -1.3214931850537 11
"399344" -48.4003229268802 -1.42391888005362 28
"332836" -48.4722576755742 -1.37064948213162 18
"145055" -48.3910990299001 -1.22155450322992 19
"11167" -48.3461271163265 -1.09359461329583 21
"150071" -48.3525248794575 -1.22556625602025 20
"165260" -48.2542879895177 -1.23831307977294 27
"3465" -48.3404562813411 -1.07389958530033 19
"44182" -48.3563097837194 -1.13545120682371 39
"37888" -48.3808257605519 -1.12904979430792 30
"456866" -48.4612795564672 -1.5104357825431 21
"129031" -48.2465513585832 -1.20674766672648 43
"314800" -48.454790073348 -1.35526850543546 17
"182171" -48.2535103707976 -1.25241540420716 17
"387320" -48.456044643093 -1.41490372190569 14
"299770" -48.3166090658375 -1.34199194622358 26
"345466" -48.4467143535497 -1.38151542810006 7
"265297" -48.2714094919479 -1.31513127904248 14
"398715" -48.3580036826919 -1.42331184526362 7
"110321" -48.3919614177378 -1.19013389121238 11
"155600" -48.3755512490622 -1.23033714667092 37
"218095" -48.3593157790724 -1.27910443588768 21
"12665" -48.3545867671346 -1.09709330440781 20
"269997" -48.4623200572286 -1.3192445564482 6
"106487" -48.1815573786408 -1.18638824267287 21
"136783" -48.2075622696742 -1.21410800407872 20
"254481" -48.3230286980494 -1.30708827739298 23
"182154" -48.2698113688652 -1.2522929200879 32
"383899" -48.263919175255 -1.41214220215774 25
"5911" -48.4162007883137 -1.07983047403748 16
"289330" -48.3364268431908 -1.33427124660701 6
"336429" -48.378304625269 -1.37316302084737 23
"85539" -48.2224498972573 -1.16999993478992 19
"250423" -48.4190441276841 -1.30411711868254 11
"41679" -48.3795274466659 -1.13286570453079 37
"165148" -48.3471011885127 -1.23854791413809 7
"114765" -48.1661062454193 -1.19353974283527 35
"134017" -48.3711292817476 -1.21203880057757 15
"291227" -48.5377899279854 -1.33552224367941 18
"350240" -48.3490280166858 -1.38503849608623 19
"254384" -48.4262560875189 -1.30719695718311 4
"299832" -48.2561191210531 -1.34192436452912 21
"386285" -48.4658280866228 -1.41425918135214 14
"342970" -48.4528909134356 -1.37984621383587 17
"375822" -48.2901769250703 -1.40535878751365 43
"148259" -48.3820463757184 -1.22394116762681 14
"150837" -48.249067810046 -1.22540347544033 23
"2722" -48.3562733972003 -1.07195834720757 13
"172990" -48.2626599231413 -1.2454432404835 20
"138349" -48.2835831577226 -1.21558239593982 33
"252112" -48.2403442253362 -1.30504327789206 26
"269027" -48.3966906472901 -1.31833837430138 14
"218831" -48.2356551760927 -1.27934564556372 46
"294641" -48.3720192488928 -1.3376768766365 9
"77048" -48.3349651035601 -1.16326727687045 11
"225783" -48.2489675726477 -1.28466616466145 33
"335436" -48.4370105400854 -1.37284625144884 20
"404654" -48.4086433166479 -1.42839719555991 19
"79062" -48.4470662046553 -1.16504754928158 18
"237808" -48.4601246585743 -1.29466243347457 13
"229680" -48.3943630218706 -1.28807818488683 22
"336533" -48.2900050400271 -1.37359068136802 30
"251598" -48.3932662434243 -1.3053006761767 7
"17396" -48.3478008690641 -1.10588894298289 23
"448758" -48.461161746289 -1.49228006999363 15
"80798" -48.4016259918972 -1.16647206186154 19
"238255" -48.3938011038528 -1.29487395704845 14
"210051" -48.5341930527796 -1.27236406193774 18
"315952" -48.3390702786576 -1.35598113967244 24
"64913" -48.4562331535238 -1.15430223029513 10
"272341" -48.3078218028363 -1.32096621302513 17
"98604" -48.1516938473409 -1.17984170658296 13
"451691" -48.412726090237 -1.4981352190814 17
"4157" -48.4003881131005 -1.07562733780523 10
"193447" -48.2807774139542 -1.26121021383531 17
"100249" -48.3875297074006 -1.18156444078834 14
"456846" -48.4753414100126 -1.51049882984955 11
"158304" -48.3977478105535 -1.23287277048273 19
"60369" -48.2163656773581 -1.15002667445068 22
"270658" -48.4519127695377 -1.31979247571911 21
"344836" -48.3617975312652 -1.38086342412789 17
"182419" -48.3175357077774 -1.25262183093064 17
"391868" -48.3036205357756 -1.41794211812237 18
"383093" -48.2427210324012 -1.41116746900445 17
"209984" -48.2789461867779 -1.27296890619498 22
"342300" -48.2313828420381 -1.37847995629017 32
"4202" -48.3677850379111 -1.07573883941658 10
"23487" -48.2847913959538 -1.11280951456908 18
"10174" -48.34682310772 -1.09094196060739 16
"282216" -48.3715666345455 -1.32836648741994 10
"105525" -48.2959595534066 -1.1858515868987 17
"48257" -48.4064372020194 -1.13931410761329 27
"356257" -48.3662276388819 -1.38980583449688 20
"9189" -48.403914644155 -1.08889733356972 12
"27139" -48.3381986103054 -1.11690824473475 31
"374083" -48.3137649782043 -1.40398980763609 17
"323597" -48.306763694249 -1.36236865217754 33
"348123" -48.3476424003477 -1.3833611857329 19
"294960" -48.4442622662502 -1.33821924049136 14
"280071" -48.2319041879262 -1.32653732678179 36
"377333" -48.3428590501747 -1.40677629332456 21
"367753" -48.4654279806632 -1.39927227581324 7
"418333" -48.3352288310109 -1.44046170904225 19
"266274" -48.4365146927757 -1.31614549256548 18
"296389" -48.3676701332223 -1.33925486050463 12
"405504" -48.4283460679123 -1.42925741119102 28
"203969" -48.3956308105999 -1.26918001952882 27
"374524" -48.4641732617098 -1.40471759924143 6
"408041" -48.4738577708063 -1.43133333839355 12
"381565" -48.4115772668363 -1.41038530070233 36
"271075" -48.2705719105436 -1.31987801293393 28
"130533" -48.4047908495805 -1.20941810236184 18
"27613" -48.3484643740518 -1.11747617534555 36
"236938" -48.2928900938334 -1.29392962301401 15
"123967" -48.4202539446182 -1.20217093748499 16
"122435" -48.3783546732181 -1.2007342538524 38
"225070" -48.3425686350705 -1.28448664373557 13
"382206" -48.4500129453663 -1.41084699709018 13
"191019" -48.4304663561148 -1.25943925030114 21
"261976" -48.305264049889 -1.312654783007 8
"200103" -48.4335120083549 -1.26642504562585 22
"413279" -48.3226080419044 -1.43583859791871 22
"184259" -48.3230837866838 -1.25402397539858 15
"254644" -48.5339320595492 -1.30758510252433 25
"424358" -48.2673755928523 -1.44582661355061 26
"343025" -48.4014819628367 -1.37951092392537 28
"389138" -48.4411264764337 -1.41614410699223 24
"173000" -48.2528937757785 -1.24501410197511 36
"446686" -48.4202308811988 -1.48818215919854 9
"52943" -48.35398995903 -1.14373477306896 23
"24179" -48.3459706717537 -1.11356382476319 25
"381299" -48.3428951656973 -1.40988842781805 16
"299790" -48.296630398657 -1.34196979177869 22
"205183" -48.4342024601597 -1.26977746691929 15
"159015" -48.5398302188788 -1.23356747248289 25
"326409" -48.3537676177667 -1.36493473871322 15
"54727" -48.3666133229288 -1.14556189190486 20
"378557" -48.2690856502561 -1.40756823711447 11
"16511" -48.2630196279933 -1.10399216641692 16
"50127" -48.3168116662389 -1.14118644519212 16
"33117" -48.3896170143988 -1.12403033169951 19
"233939" -48.4434772152711 -1.29157314122809 20
"188628" -48.4159456696726 -1.25765584837249 17
"150347" -48.3748618995793 -1.22586769640273 17
"254696" -48.4537286214657 -1.30792344951222 15
"8653" -48.3474369999927 -1.08697655970943 20
"39802" -48.3669041056977 -1.13089910493042 30
"257431" -48.2777278520443 -1.3096923536232 15
"119253" -48.415540523221 -1.19797684255199 10
"257049" -48.2913941380984 -1.30900906838565 25
"558" -48.3411596655947 -1.0625889332762 7
"405092" -48.2950060146883 -1.42854461437817 23
"24580" -48.3859260600461 -1.1141583850221 16
"241097" -48.3258144104764 -1.29675765841052 14
"227715" -48.3058468419799 -1.28640289661066 23
"280792" -48.3500156285397 -1.32750543183783 24
"439032" -48.4477353961591 -1.46251752204199 9
"216176" -48.5342383349122 -1.27780156880361 18
"157460" -48.4314639965986 -1.23220746566745 6
"196191" -48.4165875620538 -1.26333573478441 13
"251503" -48.4621956650181 -1.30499925585539 17
"206145" -48.2686828696087 -1.27016524307414 20
"302133" -48.3124445571383 -1.34405404005697 37
"393428" -48.2693495835651 -1.41915839585056 26
"385672" -48.2804559121075 -1.41316713867487 22
"259138" -48.43665871548 -1.31097837824184 10
"394132" -48.2746212591863 -1.41958356916704 20
"120932" -48.2059294721556 -1.19988156044977 31
"85111" -48.3295484073093 -1.16968573826138 10
"389025" -48.2884999384824 -1.41578320255977 18
"345105" -48.44837975664 -1.38123791565062 13
"15629" -48.3602698258592 -1.10282390444758 26
"294305" -48.2956640485213 -1.33757006089782 27
"417688" -48.4097404923112 -1.43984996125892 7
"140835" -48.3369938369519 -1.21773064684599 21
"95457" -48.2862565426342 -1.17746369020368 22
"381828" -48.4625017751107 -1.41058142922112 11
"363885" -48.2937954555463 -1.39558824220233 16
"128576" -48.3836211274679 -1.20674428422779 19
"74732" -48.3617427261129 -1.16161684889687 7
"206712" -48.389108045542 -1.27084920311552 14
"334752" -48.2605250058019 -1.37181138516968 31
"119258" -48.4084445243155 -1.19816959678961 18
"299180" -48.3052328959486 -1.34142078746508 21
"419050" -48.3442466046086 -1.44133013127902 15
"113256" -48.2848202114399 -1.19219416632246 24
"375318" -48.4095016278323 -1.40521582595544 39
"356430" -48.4836550201623 -1.39037369476944 20
"134796" -48.4324536900277 -1.2127963280105 16
"55095" -48.2585416264148 -1.14559944780393 15
"155245" -48.539000733505 -1.23021469576194 26
"114798" -48.4301125039596 -1.1940803012222 16
"161351" -48.4326747333035 -1.23566511213728 9
"129025" -48.2509907098359 -1.20665909919202 45
"147102" -48.5305426657999 -1.2233631945633 20
"245984" -48.2578295965951 -1.30031493187446 35
"267113" -48.3352279849869 -1.3165040676343 11
"46784" -48.3331850855982 -1.13794341363136 28
"445941" -48.4341100807039 -1.48568466459146 19
"100421" -48.406675603659 -1.18218766776983 22
"88797" -48.2801573164444 -1.17243072916234 22
"390625" -48.2576981993572 -1.41677071332829 24
"130335" -48.2728158621423 -1.20812414313922 45
"243268" -48.3860275145161 -1.29849680132392 25
"375075" -48.2641405683073 -1.40472313249342 22
"211103" -48.2520315478489 -1.27349870074564 43
"396308" -48.2737868449504 -1.42125822536126 18
"285848" -48.310793776732 -1.33109347016119 20
"136956" -48.3111922476641 -1.21435344981768 22
"278983" -48.2572469474323 -1.3257279352805 21
"252225" -48.4399941882508 -1.3056748814053 17
"156482" -48.1918693334338 -1.23084695693804 39
"242920" -48.3710431843245 -1.29820185619926 11
"239958" -48.3137449362846 -1.29590693674603 14
"5223" -48.3817952408875 -1.0781250270042 20
"89070" -48.4137878703317 -1.1728934345141 16
"283975" -48.2375428339006 -1.32933633395394 36
"354444" -48.4198803059217 -1.3885620340696 18
"233563" -48.4642906500504 -1.291314821331 16
"380232" -48.2485506397913 -1.40894027219283 32
"331784" -48.3193536284843 -1.36950456146026 32
"402086" -48.3592492627283 -1.42610622262891 19
"447718" -48.3935864155944 -1.49019883111012 19
"120925" -48.2290237565087 -1.19949679508596 19
"225523" -48.4642968665047 -1.28503018126486 14
"174471" -48.5542493284082 -1.2467096909161 15
"74647" -48.4219560146715 -1.16195212917244 18
"369189" -48.3143244177528 -1.40008048050174 22
"9571" -48.3827564347459 -1.08971680737436 15
"414076" -48.2898632870058 -1.4363583009176 21
"291282" -48.4446812791537 -1.33556620421056 20
"430026" -48.3309703323668 -1.45137683612454 23
"92072" -48.3282948988741 -1.17485135507877 17
"406337" -48.329136015578 -1.42998125566084 18
"381219" -48.398395933907 -1.40995154694447 31
"136091" -48.2423827960249 -1.21344583244145 24
"193363" -48.3466623909404 -1.26103044110748 17
"403922" -48.2415919287872 -1.42736360112479 21
"343456" -48.2928423704699 -1.37966823755433 53
"107905" -48.3622730407542 -1.18787109669235 17
"44869" -48.4137236370078 -1.13652763643907 12
"401270" -48.2518610838734 -1.42528146256628 23
"404295" -48.4558219695099 -1.42817096330647 22
"72685" -48.1808442151033 -1.15976540938428 13
"119403" -48.2828512881831 -1.19818270088846 22
"26749" -48.3526271489153 -1.11664207754231 25
"48147" -48.2505017178914 -1.13916849097916 26
"203807" -48.5470128981319 -1.26895662710487 12
"135062" -48.2225112979732 -1.21255266057923 19
"343030" -48.3973193624323 -1.37950634269928 21
